topic,premise,claim,mace_ibm,hidden_reasoning_keyword,claim_keyword,premise_keyword
Zoos,zoos are dangerous and not allowing animals to live in their natural environment.,We should abolish zoos,0.219974244,is necessary to prevent animals from becoming dependent on humans when we are,Abolishing zoos,not allowing animals to live in their natural environment.
Zoos,zoos are dangerous and not allowing animals to live in their natural environment.,We should abolish zoos,0.219974244,would end the cruel treatment of putting animals in cramped cages and,Abolishing zoos,not allowing animas to live in their natural environment.
Zoos,zoos are dangerous and not allowing animals to live in their natural environment.,We should abolish zoos,0.219974244,would help animals have longer lifespans that they normally would have when they,Abolishing zoos,live in their natural habitat
Zoos,zoos are dangerous and not allowing animals to live in their natural environment.,We should abolish zoos,0.219974244,"Sometimes agitated animals can escape their enclosures hurting people, making",Abolish zoos,zoos too dangerous.
Whaling,"whaling is a particularly cruel and inhumane with 16,000 whales killed every year during the last century endangering some species.",We should ban whaling,0.284498155,"stops humans from killing whales, ending",banning whaling,cruelty and endangerment to whales
Whaling,"whaling is a particularly cruel and inhumane with 16,000 whales killed every year during the last century endangering some species.",We should ban whaling,0.284498155,The populations are getting too low to sustain a breeding population,ban whaling,killing of 16000 endangers species
Whaling,"whaling is a particularly cruel and inhumane with 16,000 whales killed every year during the last century endangering some species.",We should ban whaling,0.284498155,reduces the destruction of the ecosystem which happens when whaling,Banning whaling,endangers some species
Whaling,"whaling is a particularly cruel and inhumane with 16,000 whales killed every year during the last century endangering some species.",We should ban whaling,0.284498155,species gene diversity suffers when,Whaling should be stopped,"16,000 whales are killed every year."
Whaling,"whaling is a particularly cruel and inhumane with 16,000 whales killed every year during the last century endangering some species.",We should ban whaling,0.284498155,will ensure balance in the wildlife and will stop this,Banning whaling,cruel and inhumane practice
Zoos,"no, zoos can not provide enough space",We should abolish zoos,4.59E-06,allows these animals to roam in large spaces as,Abolishing zoos,zoos can not provide enough space
Zoos,"no, zoos can not provide enough space",We should abolish zoos,4.59E-06,Because animals need the freedom to roam as they do naturally and zoos,Zoos should be abolished,They don’t provide enough space.
